type,name,height,base,t_w,t_f,r_1,r_2,a,a_vz,a_vy,i_y,i_z,i_t,i_w,w_el_y,w_el_z,w_pl_y,w_pl_z
TCAR,TCAR350x12,0.35,0.35,0.012,0.012,0.036,0.024,0.01560595,0.007802975,0.007802975,0.00029054,0.00029054,0.00047598,0,0.00166023,0.00166023,0.00194946,0.00194946
TCAR,TCAR350x12.5,0.35,0.35,0.0125,0.0125,0.0375,0.025,0.01620437,0.008102185,0.008102185,0.00030045,0.00030045,0.00049393,0,0.00171685,0.00171685,0.00201977,0.00201977
TCAR,TCAR350x16,0.35,0.35,0.016,0.016,0.048,0.032,0.02027724,0.01013862,0.01013862,0.00036511,0.00036511,0.00061481,0,0.00208637,0.00208637,0.00248797,0.00248797
TCAR,TCAR400x10,0.4,0.4,0.01,0.01,0.025,0.015,0.01525664,0.00762832,0.00762832,0.00038216,0.00038216,0.00060431,0,0.0019108,0.0019108,0.00221374,0.00221374
TCAR,TCAR400x12,0.4,0.4,0.012,0.012,0.036,0.024,0.01800595,0.009002975,0.009002975,0.00044319,0.00044319,0.00071843,0,0.00221597,0.00221597,0.00258741,0.00258741
TCAR,TCAR400x12.5,0.4,0.4,0.0125,0.0125,0.0375,0.025,0.01870437,0.009352185,0.009352185,0.00045877,0.00045877,0.00074598,0,0.00229383,0.00229383,0.00268269,0.00268269
TCAR,TCAR400x16,0.4,0.4,0.016,0.016,0.048,0.032,0.02347724,0.01173862,0.01173862,0.00056154,0.00056154,0.00093279,0,0.00280768,0.00280768,0.0033221,0.0033221
IPE,IPE100,0.1,0.055,0.0041,0.0057,0.007,0,0.00103232,0.00050849,0.00072646,0.00000171,0.000000159,0.000000012,0.000000000351,0.0000342,0.00000579,0.0000394,0.00000915
IPE,IPE120,0.12,0.064,0.0044,0.0063,0.007,0,0.00132102,0.00063054,0.00091006,0.00000318,0.000000277,0.0000000174,0.00000000089,0.000053,0.00000865,0.0000607,0.0000136
IPE,IPE140,0.14,0.073,0.0047,0.0069,0.007,0,0.0016426,0.00076423,0.00111526,0.00000541,0.000000449,0.0000000245,0.00000000198,0.0000773,0.0000123,0.0000883,0.0000192
IPE,IPE160,0.16,0.082,0.005,0.0074,0.009,0,0.00200913,0.00096573,0.00137313,0.00000869,0.000000683,0.000000036,0.00000000396,0.000108661625,0.0000167,0.000123868,0.0000261
IPE,IPE180,0.18,0.091,0.0053,0.008,0.009,0,0.00239473,0.00112513,0.00162093,0.0000132,0.00000101,0.0000000479,0.00000000743,0.000146328888889,0.0000222,0.000166424,0.0000346
IPE,IPE200,0.2,0.1,0.0056,0.0085,0.012,0,0.00284841,0.00140001,0.00195801,0.0000194,0.00000142,0.0000000698,0.000000013,0.000194317,0.0000285,0.000220657,0.0000446
IPE,IPE220,0.22,0.11,0.0059,0.0092,0.012,0,0.00333705,0.00158813,0.00228921,0.0000277,0.00000205,0.0000000907,0.0000000227,0.000251985454545,0.0000373,0.000285426,0.0000581
IPE,IPE240,0.24,0.12,0.0062,0.0098,0.015,0,0.00391162,0.00191438,0.00273114,0.0000389,0.00000284,0.000000129,0.0000000374,0.0003243025,0.0000473,0.000366679,0.0000739
IPE,IPE270,0.27,0.135,0.0066,0.0102,0.015,0,0.0045945,0.00221382,0.00314514,0.0000579,0.0000042,0.000000159,0.0000000706,0.000428872592593,0.0000622,0.000484035,0.000097
IPE,IPE300,0.3,0.15,0.0071,0.0107,0.015,0,0.0053812,0.00256817,0.00361614,0.0000836,0.00000604,0.000000201,0.000000126,0.000557074,0.0000805,0.000628399,0.000125222
IPE,IPE330,0.33,0.16,0.0075,0.0115,0.018,0,0.00626062,0.00308087,0.00422812,0.000117669,0.00000788,0.000000282,0.000000199,0.000713145454545,0.0000985,0.000804399,0.000153683
IPE,IPE360,0.36,0.17,0.008,0.0127,0.018,0,0.00727292,0.00351372,0.00488412,0.000162656,0.0000104,0.000000373,0.000000314,0.000903644444444,0.000123,0.00101922,0.000191104
IPE,IPE400,0.4,0.18,0.0086,0.0135,0.021,0,0.00844636,0.00426946,0.00559976,0.000231284,0.0000132,0.000000511,0.00000049,0.00115642,0.000146,0.00130726,0.000229008
IPE,IPE450,0.45,0.19,0.0094,0.0146,0.021,0,0.00988208,0.00508452,0.00632136,0.000337429,0.0000168,0.000000669,0.000000791,0.001499684444444,0.000176,0.00170192,0.000276388
IPE,IPE500,0.5,0.2,0.0102,0.016,0.021,0,0.0115522,0.0059874,0.007207,0.000481985,0.0000214,0.000000893,0.00000125,0.00192794,0.000214,0.00219426,0.000335887
IPE,IPE550,0.55,0.21,0.0111,0.0172,0.024,0,0.0134416,0.00723412,0.00825124,0.000671165,0.0000267,0.00000123,0.00000188,0.0024406,0.000254,0.00278721,0.000400548
IPE,IPE600,0.6,0.22,0.012,0.019,0.024,0,0.0155984,0.0083784,0.0094304,0.000920834,0.0000339,0.00000165,0.00000285,0.003069446666667,0.000308,0.00351262,0.000485661
IPE,IPE750137,0.753,0.263,0.0115,0.017,0.017,0,0.0174586,0.0092901,0.0095811,0.00159877,0.0000517,0.00000137,0.00000698,0.004246401062417,0.000393,0.00486531,0.000614082
IPE,IPE750147,0.753,0.265,0.0132,0.017,0.017,0,0.0187489,0.0105413,0.0097069,0.00166064,0.0000529,0.00000162,0.00000714,0.004410730411687,0.000399,0.00511004,0.000630817
IPE,IPE750161,0.758,0.266,0.0138,0.0193,0.017,0,0.0204434,0.01109834,0.01098488,0.00186061,0.0000607,0.00000212,0.00000826,0.00490926121372,0.000457,0.00566628,0.000719705
IPE,IPE750173,0.762,0.267,0.0144,0.0216,0.017,0,0.0221332,0.01164424,0.01227208,0.00205825,0.0000687,0.00000274,0.00000939,0.005402230971129,0.000515,0.00621842,0.000809918
IPE,IPE750185,0.766,0.267,0.0149,0.0236,0.017,0,0.0235606,0.01211224,0.01335708,0.00222957,0.0000751,0.00000337,0.0000103,0.005821331592689,0.000563,0.00669098,0.000883901
IPE,IPE750196,0.77,0.268,0.0156,0.0254,0.017,0,0.025082,0.01272744,0.01439288,0.0024028,0.0000818,0.00000409,0.0000113,0.006241038961039,0.00061,0.00717432,0.000958804
IPE,IPE750210,0.775,0.268,0.016,0.028,0.017,0,0.0267601,0.0131521,0.0158001,0.00262161,0.0000901,0.00000514,0.0000125,0.00676544516129,0.000672,0.00776172,0.00105448
IPE,IPE750222,0.778,0.269,0.017,0.0295,0.017,0,0.0283421,0.0139756,0.0166971,0.00278205,0.000096,0.00000605,0.0000134,0.007151799485861,0.000714,0.0082252,0.00112233
IPE,IPE80,0.08,0.046,0.0038,0.0052,0.005,0,0.00076434,0.0003577,0.00053786,0.000000801,0.0000000849,0.000000007,0.000000000118,0.00002,0.00000369,0.0000232,0.00000582
HEA,HEA100,0.096,0.1,0.005,0.008,0.012,0,0.00212361,0.00075561,0.00184361,0.00000349,0.00000134,0.0000000524,0.00000000258,0.0000728,0.0000268,0.000083,0.0000411
HEA,HEA1000,0.99,0.3,0.0165,0.031,0.03,0,0.0346846,0.0184561,0.0203626,0.00553846,0.000140044,0.00000822,0.0000321,0.0112,0.000934,0.012825,0.00146974
HEA,HEA1100,1.09,0.3,0.018,0.031,0.02,0,0.0374474,0.0206454,0.0196634,0.00693509,0.000140067,0.00000839,0.0000391,0.0127,0.000934,0.0147795,0.0014829
HEA,HEA120,0.114,0.12,0.005,0.008,0.012,0,0.00253361,0.00084561,0.00216361,0.00000606,0.00000231,0.0000000599,0.00000000647,0.000106,0.0000385,0.0001195,0.0000589
HEA,HEA140,0.133,0.14,0.0055,0.0085,0.012,0,0.00314161,0.00101236,0.00263561,0.0000103,0.00000389,0.0000000813,0.0000000151,0.000155,0.0000556,0.000173506,0.0000849
HEA,HEA160,0.152,0.16,0.006,0.009,0.015,0,0.00387714,0.00132114,0.00325314,0.0000167,0.00000616,0.000000122,0.0000000314,0.00022,0.0000769,0.000245167,0.000117635
HEA,HEA180,0.171,0.18,0.006,0.0095,0.015,0,0.00452514,0.00144714,0.00379314,0.0000251,0.00000925,0.000000148,0.0000000602,0.000294,0.000103,0.000324875,0.000156497
HEA,HEA200,0.19,0.2,0.0065,0.01,0.018,0,0.00538312,0.00180812,0.00451212,0.0000369,0.0000134,0.00000021,0.000000108,0.000389,0.000134,0.000429521,0.000203822
HEA,HEA220,0.21,0.22,0.007,0.011,0.018,0,0.00643412,0.00206712,0.00537012,0.0000541,0.0000195,0.000000285,0.000000193,0.000515,0.000178,0.000568498,0.000270599
HEA,HEA240,0.23,0.24,0.0075,0.012,0.021,0,0.00768356,0.00251756,0.00645356,0.0000776,0.0000277,0.000000416,0.000000328,0.000675,0.000231,0.000744684,0.000351699
HEA,HEA260,0.25,0.26,0.0075,0.0125,0.024,0,0.00868194,0.00287569,0.00735444,0.00010455,0.0000367,0.000000524,0.000000516,0.000836,0.000282,0.000919857,0.000430179
HEA,HEA280,0.27,0.28,0.008,0.013,0.024,0,0.00972644,0.00317444,0.00815844,0.000136733,0.0000476,0.000000621,0.000000785,0.00101,0.00034,0.00111232,0.000518143
HEA,HEA300,0.29,0.3,0.0085,0.014,0.027,0,0.0112528,0.0037278,0.0094848,0.000182635,0.0000631,0.000000852,0.0000012,0.00126,0.000421,0.0013834,0.000641181
HEA,HEA320,0.31,0.3,0.009,0.0155,0.027,0,0.0124368,0.0041133,0.0104118,0.000229286,0.0000699,0.00000108,0.00000151,0.00148,0.000466,0.00162823,0.000709755
HEA,HEA340,0.33,0.3,0.0095,0.0165,0.027,0,0.0133473,0.00449505,0.0110388,0.000276931,0.0000744,0.00000127,0.00000182,0.00168,0.000496,0.00185062,0.000755963
HEA,HEA360,0.35,0.3,0.01,0.0175,0.027,0,0.0142758,0.0048958,0.0116658,0.000330898,0.0000789,0.00000149,0.00000218,0.00189,0.000526,0.00208863,0.000802293
HEA,HEA400,0.39,0.3,0.011,0.019,0.027,0,0.0158978,0.0057328,0.0126198,0.000450694,0.0000856,0.00000189,0.00000294,0.00231,0.000571,0.00256197,0.00087288
HEA,HEA450,0.44,0.3,0.0115,0.021,0.027,0,0.0178028,0.0065783,0.0138468,0.000637216,0.0000947,0.00000244,0.00000415,0.0029,0.000631,0.00321607,0.000965547
HEA,HEA500,0.49,0.3,0.012,0.023,0.027,0,0.0197538,0.0074718,0.0150738,0.000869748,0.000103671,0.00000309,0.00000564,0.00355,0.000691,0.00394908,0.00105853
HEA,HEA550,0.54,0.3,0.0125,0.024,0.027,0,0.0211758,0.0083718,0.0157008,0.00111932,0.000108191,0.00000352,0.00000719,0.00415,0.000721,0.00462206,0.00110692
HEA,HEA600,0.59,0.3,0.013,0.025,0.027,0,0.0226458,0.0093208,0.0163278,0.00141208,0.000112713,0.00000398,0.00000898,0.00479,0.000751,0.00535066,0.00115567
HEA,HEA650,0.64,0.3,0.0135,0.026,0.027,0,0.0241638,0.0103188,0.0169548,0.00175178,0.000117239,0.00000448,0.000011,0.00547,0.000782,0.00613659,0.00120481
HEA,HEA700,0.69,0.3,0.0145,0.027,0.027,0,0.0260478,0.0116973,0.0176088,0.00215301,0.000121788,0.00000514,0.0000134,0.00624,0.000812,0.00703214,0.00125676
HEA,HEA800,0.79,0.3,0.015,0.028,0.03,0,0.0285826,0.0138826,0.0184726,0.00303443,0.000126387,0.00000597,0.0000183,0.00768,0.000843,0.00869995,0.00131228
HEA,HEA900,0.89,0.3,0.016,0.03,0.03,0,0.0320526,0.0163326,0.0197326,0.00422075,0.000135475,0.00000737,0.000025,0.00948,0.000903,0.0108116,0.0014145
HEAA,HEAA100,0.091,0.1,0.0042,0.0055,0.012,0,0.00155961,0.00061471,0.00132441,0.00000237,0.000000921,0.0000000251,0.00000000168,0.000052,0.0000184,0.0000584,0.0000284
HEAA,HEAA1000,0.97,0.3,0.016,0.021,0.03,0,0.0282206,0.0172166,0.0143326,0.00406451,0.000095,0.00000403,0.0000213,0.00838,0.000633,0.00977731,0.00101577
HEAA,HEAA120,0.109,0.12,0.0042,0.0055,0.012,0,0.00185521,0.00069031,0.00154441,0.00000413,0.00000159,0.0000000278,0.00000000424,0.0000758,0.0000265,0.0000841,0.0000406
HEAA,HEAA140,0.128,0.14,0.0043,0.006,0.012,0,0.00230241,0.00079221,0.00190681,0.00000719,0.00000275,0.0000000354,0.0000000102,0.000112,0.0000393,0.000123794,0.0000599
HEAA,HEAA160,0.148,0.16,0.0045,0.007,0.015,0,0.00303614,0.00103764,0.00256814,0.0000128,0.00000479,0.0000000633,0.0000000238,0.000173,0.0000598,0.000190434,0.0000914
HEAA,HEAA180,0.167,0.18,0.005,0.0075,0.015,0,0.00365314,0.00121564,0.00304314,0.0000197,0.0000073,0.0000000833,0.0000000464,0.000236,0.0000811,0.000258259,0.000123583
HEAA,HEAA200,0.186,0.2,0.0055,0.008,0.018,0,0.00441312,0.00154512,0.00367612,0.0000294,0.0000107,0.000000127,0.0000000845,0.000317,0.000107,0.000347096,0.000163173
HEAA,HEAA220,0.205,0.22,0.006,0.0085,0.018,0,0.00514612,0.00176312,0.00423412,0.0000417,0.0000151,0.000000159,0.000000146,0.000407,0.000137,0.000445537,0.000209349
HEAA,HEAA240,0.224,0.24,0.0065,0.009,0.021,0,0.00603756,0.00215406,0.00497156,0.0000584,0.0000208,0.00000023,0.00000024,0.000521,0.000173,0.000570635,0.000264389
HEAA,HEAA260,0.244,0.26,0.0065,0.0095,0.024,0,0.00689694,0.00247469,0.00574644,0.0000798,0.0000279,0.000000303,0.000000383,0.000654,0.000214,0.000714541,0.000327744
HEAA,HEAA280,0.264,0.28,0.007,0.01,0.024,0,0.00780244,0.00275244,0.00643044,0.00010558,0.0000366,0.000000362,0.00000059,0.0008,0.000262,0.000873153,0.00039938
HEAA,HEAA300,0.283,0.3,0.0075,0.0105,0.027,0,0.00889078,0.00323653,0.00733078,0.000138041,0.0000473,0.000000493,0.000000877,0.000976,0.000316,0.00106541,0.000482319
HEAA,HEAA320,0.301,0.3,0.008,0.011,0.027,0,0.00945778,0.00353978,0.00765778,0.000164474,0.0000496,0.000000559,0.00000104,0.00109,0.000331,0.00119634,0.000505756
HEAA,HEAA340,0.32,0.3,0.0085,0.0115,0.027,0,0.0100503,0.00386905,0.0079848,0.000195523,0.0000518,0.000000631,0.00000123,0.00122,0.000346,0.00134107,0.000529313
HEAA,HEAA360,0.339,0.3,0.009,0.012,0.027,0,0.0106608,0.0042168,0.0083118,0.000230374,0.0000541,0.00000071,0.00000144,0.00136,0.000361,0.0014954,0.000552984
HEAA,HEAA400,0.378,0.3,0.0095,0.013,0.027,0,0.0117698,0.0047953,0.0089388,0.000312521,0.0000586,0.000000847,0.00000195,0.00165,0.000391,0.00182431,0.000599704
HEAA,HEAA450,0.425,0.3,0.01,0.0135,0.027,0,0.0127058,0.0054698,0.0092658,0.000418877,0.0000609,0.000000956,0.00000257,0.00197,0.000406,0.00218354,0.000624368
HEAA,HEAA500,0.472,0.3,0.0105,0.014,0.027,0,0.0136878,0.0061908,0.0095928,0.000546433,0.0000631,0.00000108,0.0000033,0.00232,0.000421,0.00257645,0.000649313
HEAA,HEAA550,0.522,0.3,0.0115,0.015,0.027,0,0.0152838,0.0072663,0.0102468,0.000728714,0.0000677,0.00000134,0.00000434,0.00279,0.000451,0.00312785,0.000698655
HEAA,HEAA600,0.571,0.3,0.012,0.0155,0.027,0,0.0164058,0.0081288,0.0105738,0.000918719,0.0000699,0.0000015,0.00000538,0.00322,0.000466,0.00362333,0.000724485
HEAA,HEAA650,0.62,0.3,0.0125,0.016,0.027,0,0.0175758,0.0090398,0.0109008,0.00113944,0.0000722,0.00000168,0.00000657,0.00368,0.000481,0.00416015,0.000750671
HEAA,HEAA700,0.67,0.3,0.013,0.017,0.027,0,0.0190938,0.0100328,0.0115278,0.00142721,0.0000767,0.00000195,0.00000816,0.00426,0.000512,0.00484046,0.00079973
HEAA,HEAA800,0.77,0.3,0.014,0.018,0.03,0,0.0218486,0.0123806,0.0124126,0.00208882,0.0000813,0.00000257,0.0000115,0.00543,0.000542,0.00622526,0.000856574
HEAA,HEAA900,0.87,0.3,0.015,0.02,0.03,0,0.0252226,0.0147226,0.0136726,0.00301145,0.0000904,0.00000335,0.0000163,0.00692,0.000603,0.00799934,0.000957682
HEB,HEB100,0.1,0.1,0.006,0.01,0.012,0,0.00260361,0.00090361,0.00226761,0.0000045,0.00000167,0.0000000905,0.00000000338,0.0000899,0.0000335,0.00010422,0.0000514
HEB,HEB1000,1,0.3,0.019,0.036,0.03,0,0.0400046,0.0212486,0.0235126,0.00644749,0.000162758,0.0000125,0.0000376,0.0129,0.00109,0.0148557,0.00171629
HEB,HEB1100,1.1,0.3,0.02,0.036,0.02,0,0.0425034,0.0230634,0.0227434,0.00801543,0.000162762,0.0000125,0.0000458,0.0146,0.00109,0.0169504,0.00172778
HEB,HEB120,0.12,0.12,0.0065,0.011,0.012,0,0.00340061,0.00109611,0.00291961,0.00000864,0.00000318,0.000000144,0.00000000941,0.000144,0.0000529,0.000165221,0.000081
HEB,HEB140,0.14,0.14,0.007,0.012,0.012,0,0.00429561,0.00130761,0.00365161,0.0000151,0.0000055,0.000000218,0.0000000225,0.000216,0.0000785,0.000245437,0.000119787
HEB,HEB160,0.16,0.16,0.008,0.013,0.015,0,0.00542514,0.00175914,0.00459314,0.0000249,0.00000889,0.000000322,0.0000000479,0.000312,0.000111,0.000353985,0.000169967
HEB,HEB180,0.18,0.18,0.0085,0.014,0.015,0,0.00652514,0.00202414,0.00548814,0.0000383,0.0000136,0.000000451,0.0000000937,0.000426,0.000151,0.00048147,0.000231017
HEB,HEB200,0.2,0.2,0.009,0.015,0.018,0,0.00780812,0.00248312,0.00660212,0.000057,0.00002,0.000000614,0.000000171,0.00057,0.0002,0.000642584,0.000305817
HEB,HEB220,0.22,0.22,0.0095,0.016,0.018,0,0.00910412,0.00279212,0.00766012,0.0000809,0.0000284,0.000000818,0.000000295,0.000736,0.000258,0.000827088,0.000393886
HEB,HEB240,0.24,0.24,0.01,0.017,0.021,0,0.0105986,0.0033226,0.0089586,0.000112593,0.0000392,0.00000107,0.000000487,0.000938,0.000327,0.00105321,0.000498426
HEB,HEB260,0.26,0.26,0.01,0.0175,0.024,0,0.0118444,0.0037594,0.0100744,0.000149194,0.0000513,0.00000125,0.000000754,0.00115,0.000395,0.001283,0.000602259
HEB,HEB280,0.28,0.28,0.0105,0.018,0.024,0,0.0131364,0.0041094,0.0110784,0.000192703,0.0000659,0.00000148,0.00000113,0.00138,0.000471,0.00153453,0.000717583
HEB,HEB300,0.3,0.3,0.011,0.019,0.027,0,0.0149078,0.0047428,0.0126198,0.000251657,0.0000856,0.00000186,0.00000169,0.00168,0.000571,0.0018688,0.000870157
HEB,HEB320,0.32,0.3,0.0115,0.0205,0.027,0,0.0161343,0.00517705,0.0135468,0.000308235,0.0000924,0.00000233,0.00000207,0.00193,0.000616,0.00214938,0.000939113
HEB,HEB340,0.34,0.3,0.012,0.0215,0.027,0,0.0170898,0.0056088,0.0141738,0.000366564,0.0000969,0.0000027,0.00000245,0.00216,0.000646,0.00240825,0.000985737
HEB,HEB360,0.36,0.3,0.0125,0.0225,0.027,0,0.0180633,0.00605955,0.0148008,0.000431935,0.000101412,0.0000031,0.00000288,0.0024,0.000676,0.00268314,0.00103251
HEB,HEB400,0.4,0.3,0.0135,0.024,0.027,0,0.0197778,0.0069978,0.0157548,0.000576805,0.00010819,0.00000382,0.00000382,0.00288,0.000721,0.00323191,0.00110405
HEB,HEB450,0.45,0.3,0.014,0.026,0.027,0,0.0217978,0.0079658,0.0169818,0.000798876,0.000117213,0.00000485,0.00000526,0.00355,0.000781,0.00398257,0.00119767
HEB,HEB500,0.5,0.3,0.0145,0.028,0.027,0,0.0238638,0.0089818,0.0182088,0.00107176,0.000126239,0.00000605,0.00000702,0.00429,0.000842,0.00481479,0.00129167
HEB,HEB550,0.55,0.3,0.015,0.029,0.027,0,0.0254058,0.0100068,0.0188358,0.00136691,0.000130769,0.00000679,0.00000886,0.00497,0.000872,0.00559085,0.00134116
HEB,HEB600,0.6,0.3,0.0155,0.03,0.027,0,0.0269958,0.0110808,0.0194628,0.00171041,0.000135302,0.00000759,0.000011,0.0057,0.000902,0.00642541,0.00139108
HEB,HEB650,0.65,0.3,0.016,0.031,0.027,0,0.0286338,0.0122038,0.0200898,0.00210616,0.00013984,0.00000739,0.0000134,0.00648,0.000932,0.00732018,0.00144143
HEB,HEB700,0.7,0.3,0.017,0.032,0.027,0,0.0306378,0.0137098,0.0207438,0.00256888,0.000144409,0.00000831,0.0000161,0.00734,0.000963,0.00832745,0.00149506
HEB,HEB800,0.8,0.3,0.0175,0.033,0.03,0,0.0334176,0.0161751,0.0216226,0.00359084,0.000149037,0.00000946,0.0000218,0.00898,0.000994,0.0102292,0.00155316
HEB,HEB900,0.9,0.3,0.0185,0.035,0.03,0,0.0371276,0.0188751,0.0228826,0.00494065,0.000158159,0.0000114,0.0000295,0.011,0.00105,0.0125846,0.00165837
HEC,HEC300,0.32,0.305,0.016,0.029,0.027,0,0.0225078,0.0068478,0.0191798,0.00040951,0.000137363,0.00000665,0.0000029,0.00256,0.000901,0.0029268,0.00137443
HEM,HEM100,0.12,0.106,0.012,0.02,0.012,0,0.00532361,0.00180361,0.00465161,0.0000114,0.00000399,0.000000764,0.00000000993,0.00019,0.0000753,0.00023582,0.000116315
HEM,HEM1000,1.008,0.302,0.021,0.04,0.03,0,0.0444206,0.0235006,0.0261926,0.007223,0.000184593,0.000017,0.000043,0.0143,0.00122,0.0165685,0.00193971
HEM,HEM1100,1.108,0.302,0.022,0.04,0.02,0,0.0471194,0.0254394,0.0253834,0.00897343,0.000184624,0.000017,0.0000524,0.0162,0.00122,0.018889,0.00195379
HEM,HEM120,0.14,0.126,0.0125,0.021,0.012,0,0.00664061,0.00211511,0.00571561,0.0000202,0.00000703,0.00000105,0.0000000248,0.000288,0.000112,0.000350621,0.000171632
HEM,HEM140,0.16,0.146,0.013,0.022,0.012,0,0.00805561,0.00244561,0.00685961,0.0000329,0.0000114,0.0000014,0.0000000543,0.000411,0.000157,0.000493837,0.000240514
HEM,HEM160,0.18,0.166,0.014,0.023,0.015,0,0.00970514,0.00308114,0.00824914,0.000051,0.0000176,0.00000184,0.000000108,0.000566,0.000212,0.000674585,0.000325463
HEM,HEM180,0.2,0.186,0.0145,0.024,0.015,0,0.0113251,0.0034651,0.0095561,0.0000748,0.0000258,0.00000234,0.000000199,0.000748,0.000277,0.00088347,0.000425193
HEM,HEM200,0.22,0.206,0.015,0.025,0.018,0,0.0131281,0.0041031,0.0111181,0.000106419,0.0000365,0.00000292,0.000000346,0.000967,0.000354,0.00113518,0.000543223
HEM,HEM220,0.24,0.226,0.0155,0.026,0.018,0,0.0149441,0.0045311,0.0125881,0.000146048,0.0000501,0.0000036,0.000000573,0.00122,0.000444,0.00141949,0.00067856
HEM,HEM240,0.27,0.248,0.018,0.032,0.021,0,0.0199586,0.0060066,0.0170066,0.000242895,0.0000815,0.00000727,0.00000115,0.0018,0.000657,0.00211701,0.00100594
HEM,HEM260,0.29,0.268,0.018,0.0325,0.024,0,0.0219644,0.0066894,0.0187784,0.000313069,0.000104486,0.00000821,0.00000173,0.00216,0.00078,0.0025237,0.00119248
HEM,HEM280,0.31,0.288,0.0185,0.033,0.024,0,0.0240164,0.0072029,0.0203904,0.000395473,0.000131628,0.00000927,0.00000252,0.00255,0.000914,0.00296573,0.00139669
HEM,HEM300,0.34,0.31,0.021,0.039,0.027,0,0.0303078,0.0090528,0.0259398,0.00059201,0.000194031,0.0000163,0.00000439,0.00348,0.00125,0.0040778,0.0019132
HEM,HEM320,0.359,0.309,0.021,0.04,0.027,0,0.0312048,0.0094848,0.0264798,0.000681349,0.000197093,0.0000176,0.000005,0.0038,0.00128,0.00443516,0.00195075
HEM,HEM340,0.377,0.309,0.021,0.04,0.027,0,0.0315828,0.0098628,0.0264798,0.000763717,0.000197107,0.0000176,0.00000558,0.00405,0.00128,0.00471772,0.00195273
HEM,HEM360,0.395,0.308,0.021,0.04,0.027,0,0.0318808,0.0102408,0.0263998,0.00084867,0.000195218,0.0000176,0.00000614,0.0043,0.00127,0.00498947,0.00194237
HEM,HEM400,0.432,0.307,0.021,0.04,0.027,0,0.0325778,0.0110178,0.0263198,0.00104119,0.000193355,0.0000177,0.00000741,0.00482,0.00126,0.00557079,0.00193415
HEM,HEM450,0.478,0.307,0.021,0.04,0.027,0,0.0335438,0.0119838,0.0263198,0.00131484,0.00019339,0.0000179,0.00000925,0.0055,0.00126,0.00633122,0.00193923
HEM,HEM500,0.524,0.306,0.021,0.04,0.027,0,0.0344298,0.0129498,0.0262398,0.00161929,0.000191547,0.000018,0.0000112,0.00618,0.00125,0.00709449,0.00193204
HEM,HEM550,0.572,0.306,0.021,0.04,0.027,0,0.0354378,0.0139578,0.0262398,0.00197984,0.000191584,0.0000182,0.0000135,0.00692,0.00125,0.00793293,0.00193733
HEM,HEM600,0.62,0.305,0.021,0.04,0.027,0,0.0363658,0.0149658,0.0261598,0.00237448,0.000189755,0.0000184,0.0000159,0.00766,0.00124,0.00877236,0.0019304
HEM,HEM650,0.668,0.305,0.021,0.04,0.027,0,0.0373738,0.0159738,0.0261598,0.00281668,0.000189792,0.0000158,0.0000186,0.00843,0.00124,0.00965726,0.00193569
HEM,HEM700,0.716,0.304,0.021,0.04,0.027,0,0.0383018,0.0169818,0.0260798,0.00329278,0.000187974,0.0000159,0.0000214,0.0092,0.00124,0.0105393,0.0019288
HEM,HEM800,0.814,0.303,0.021,0.04,0.03,0,0.0404266,0.0194266,0.0262726,0.00442598,0.000186274,0.0000165,0.0000278,0.0109,0.00123,0.0124882,0.00193042
HEM,HEM900,0.91,0.302,0.021,0.04,0.03,0,0.0423626,0.0214426,0.0261926,0.00570434,0.000184517,0.0000167,0.0000347,0.0125,0.00122,0.0144423,0.0019289
HER,HER1100,1.118,0.305,0.026,0.045,0.02,0,0.0545214,0.0300414,0.0288334,0.0103486,0.00021441,0.0000253,0.0000612,0.0185,0.00141,0.0217713,0.0022728
CAE,CAE100x10,0.1,0.1,0.01,0.01,0.012,0.006,0.00191545,0.001,0.001,0.00000177,0.00000177,0.0000000633,0,0.0000353,0.0000353,0.0000353,0.0000353
CAE,CAE100x12,0.1,0.1,0.012,0.012,0.012,0.006,0.00227145,0.0012,0.0012,0.00000207,0.00000207,0.000000108,0,0.0000413,0.0000413,0.0000413,0.0000413
CAE,CAE100x7,0.1,0.1,0.007,0.007,0.012,0.006,0.00136645,0.0007,0.0007,0.00000128,0.00000128,0.0000000221,0,0.0000256,0.0000256,0.0000256,0.0000256
CAE,CAE100x8,0.1,0.1,0.008,0.008,0.012,0.006,0.00155145,0.0008,0.0008,0.00000145,0.00000145,0.0000000328,0,0.000029,0.000029,0.000029,0.000029
CAE,CAE120x10,0.12,0.12,0.01,0.01,0.013,0.0065,0.00231813,0.0012,0.0012,0.00000313,0.00000313,0.0000000767,0,0.0000522,0.0000522,0.0000522,0.0000522
CAE,CAE120x12,0.12,0.12,0.012,0.012,0.013,0.0065,0.00275413,0.00144,0.00144,0.00000368,0.00000368,0.000000131,0,0.0000613,0.0000613,0.0000613,0.0000613
CAE,CAE120x15,0.12,0.12,0.015,0.015,0.013,0.0065,0.00339313,0.0018,0.0018,0.00000445,0.00000445,0.000000253,0,0.0000742,0.0000742,0.0000742,0.0000742
CAE,CAE120x8,0.12,0.12,0.008,0.008,0.013,0.0065,0.00187413,0.00096,0.00096,0.00000255,0.00000255,0.0000000396,0,0.0000426,0.0000426,0.0000426,0.0000426
CAE,CAE135x10,0.135,0.135,0.01,0.01,0.014,0.007,0.002621,0.00135,0.00135,0.0000053,0.0000053,0.0000000946,0,0.0000784,0.0000784,0.0000784,0.0000784
